ticker,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
AMCX,,,,,2658070980.0,3575682000.0,4951801330.0,4645899580.0,5465829200.0,3789939400.0,3549000000.0,3367178290.0
AMD,,1311120000.0,6563040000.0,5995940000.0,4006800000.0,1778400000.0,2917980000.0,2050560000.0,2247210000.0,9468900000.0,10680920000.0,30326680000.0
AMDA,,,,,,,,9791959.0,7734939.0,11345405.0,9810000.0,1494660.0
AME,4708552983.0,3050502101.0,3903618265.0,6011502415.0,6535332716.0,8833302597.0,12556354403.0,12679127114.0,12706969610.0,11233165088.0,16711378339.0,17054010700.0
AMED,1274863000.0,1112170020.0,1349087400.0,954214000.0,313040630.0,338028093.0,457143610.0,963355050.0,1298267760.0,1438378830.0,1808163840.0,3917596980.0
AMG,,1585685781.0,2886883416.0,4852101988.0,5034131987.0,6828476062.0,12173243597.0,12269979393.0,9046234258.0,8198685348.0,11962828787.0,6753862000.0
AMGN,44356013458.0,52800859495.0,49123857182.0,45058859716.0,50325365065.0,59410860844.0,77849508707.0,111517103510.0,115343331478.0,104966453426.0,125086591318.0,129406200000.0
AMH,,,,,,,1878423674.0,3215070880.0,3428286067.0,4946104232.0,6000179948.0,6173625000.0
AMHpD,,,,,,,1878423674.0,3215070880.0,3428286067.0,4946104232.0,6000179948.0,6173625000.0
AMHpE,,,,,,,1878423674.0,3215070880.0,3428286067.0,4946104232.0,6000179948.0,6173625000.0
AMHpF,,,,,,,1878423674.0,3215070880.0,3428286067.0,4946104232.0,6000179948.0,6173625000.0
AMHpG,,,,,,,1878423674.0,3215070880.0,3428286067.0,4946104232.0,6000179948.0,6173625000.0
AMID,,,,,57997489.0,61628292.0,110614356.0,154232085.0,217837774.0,455778351.0,535075907.0,222840000.0
AMKR,,398360120.0,1885793640.0,2094080820.0,1193270960.0,1030531363.0,1442572900.0,1680790100.0,1441993600.0,2511258700.0,2408492550.0,1669035840.0
AMMA,,,,,,,,,,20020000.0,12412000.0,3955680.0
AMN,,,295491900.0,213917600.0,203562930.0,539488950.0,702468900.0,942485600.0,1516575150.0,1894316150.0,2434427500.0,2469065880.0
AMNB,,,95500430.0,107803643.0,106714558.0,129536613.0,176361396.0,173439538.0,205405436.0,286706210.0,325369077.0,327384745.0
AMOT,,,,52217047.0,45995818.0,54921428.0,107660396.0,213845487.0,239245577.0,193599584.0,306321244.0,419055240.0
AMP,10394967347.0,4203961220.0,7717166631.0,12352785596.0,10157343117.0,11915542317.0,20845652254.0,23038838182.0,17950140643.0,17697761307.0,25643269353.0,20318340000.0
AMPE,,,,39092323.0,111079088.0,122001088.0,273038067.0,172277084.0,180600000.0,47890640.0,267399000.0,46209240.0
AMPH,,,,,,,,487120770.0,639795030.0,875023680.0,930581080.0,860373360.0
AMR,,,,,,,,,,,1282106250.0,485156250.0
AMRB,,,46847405.0,57722381.0,43799480.0,63465697.0,83101234.0,74553679.0,77531839.0,100393717.0,96602490.0,89227802.0
AMRC,,,,596133602.0,613381851.0,451215492.0,450978308.0,329194285.0,297906250.0,255711500.0,393432800.0,575898460.0
AMRK,,,,,,,,66324848.0,128666906.0,134993738.0,102268264.0,93934160.0
AMRS,,,,394864000.0,516992000.0,176959751.0,399250953.0,251030448.0,205677753.0,193190448.0,120950888.0,497983835.0
AMRWW,,,,,,,,,,,1282106250.0,485156250.0
AMS,,,13865000.0,16074000.0,12258306.0,10374000.0,12465000.0,14128680.0,10154960.0,18703050.0,15277806.0,20710700.0
AMSC,,,1747166200.0,1374264120.0,187942770.0,138315040.0,102186760.0,64923712.0,86243430.0,101647040.0,72414870.0,128060450.0
AMSF,,,264105575.0,254889059.0,331498413.0,386087730.0,609556399.0,646814896.0,843742567.0,1105382673.0,1172631771.0,1177101175.0
AMSWA,,,,126871924.0,190378247.0,174775677.0,226715877.0,223853847.0,264168695.0,285716662.0,343068435.0,363578800.0
AMT,16029944959.0,10832864434.0,15529428982.0,18427961365.0,21337747115.0,27768405164.0,29088226489.0,36667625994.0,38767671742.0,43754116805.0,60581473515.0,63557096860.0
AMTD,,7197217731.0,9530484138.0,9270370669.0,7375691230.0,8231519164.0,15637392762.0,18318172821.0,17816104653.0,22474322133.0,28773249441.0,29007300000.0
AMTX,,,,,,,,121862130.0,57486700.0,27481690.0,10908150.0,24874290.0
AMWD,,,,342777792.0,195760832.0,408331945.0,615940846.0,645431944.0,1317510540.0,1237134155.0,2118917160.0,1192453920.0
AMZN,39279360000.0,22152960000.0,59457840000.0,82080000000.0,79799100000.0,113644110000.0,185437350000.0,143381700000.0,322399530000.0,362937080000.0,576548710000.0,901910000000.0
AN,,1756664000.0,3395295000.0,4472520000.0,5430951000.0,4994260000.0,6126777000.0,7182749000.0,6795274000.0,5049870000.0,5040606000.0,3574128000.0
ANAB,,,,,,,,,,,1994256000.0,1912119500.0
ANAT,,,2395105896.0,1781798714.0,1583577727.0,1556082176.0,2698248691.0,2765795260.0,2554244010.0,3203293246.0,3388235321.0,3364185779.0
ANCB,,,,,14260000.0,35500000.0,45725000.0,50521865.0,63084869.0,65959347.0,60247930.0,66632516.0
ANCX,,,44932996.0,49959821.0,67994591.0,107789278.0,133876911.0,160631541.0,202405391.0,285203699.0,495025116.0,578771199.0
ANDE,,264400981.0,415782223.0,597081609.0,729447548.0,729726931.0,1543479858.0,1410287931.0,850620299.0,1219233666.0,863807803.0,1004819855.0
ANDV,,1579384589.0,1651320979.0,2298683670.0,2951910521.0,5533155885.0,7250134845.0,8936411851.0,12297753289.0,10087915081.0,15929223058.0,23268448000.0
ANDX,,,,,342421238.0,520215831.0,1221527537.0,2452240637.0,3455694067.0,4341587430.0,5457420799.0,10358691000.0
ANET,,,,,,,,3316888400.0,5558632240.0,7085692940.0,18605401660.0,16772860390.0
ANF,,,2416676770.0,4039841930.0,3509573299.0,3226878539.0,2091675658.0,1754813065.0,1646250522.0,752003069.0,1178581978.0,1243186240.0
ANGI,,,,,,,,,,3601448000.0,4504201520.0,9388872630.0
ANGO,,,,380976190.0,375285400.0,388067890.0,602865120.0,686774270.0,438739600.0,626653020.0,621679290.0,761389200.0
ANH,,167551081.0,275250541.0,353139348.0,394720812.0,434132631.0,358074029.0,435560828.0,342981709.0,431845871.0,500660014.0,442547650.0
ANHpA,,167551081.0,275250541.0,353139348.0,394720812.0,434132631.0,358074029.0,435560828.0,342981709.0,431845871.0,500660014.0,442547650.0
ANHpB,,167551081.0,275250541.0,353139348.0,394720812.0,434132631.0,358074029.0,435560828.0,342981709.0,431845871.0,500660014.0,442547650.0
ANHpC,,167551081.0,275250541.0,353139348.0,394720812.0,434132631.0,358074029.0,435560828.0,342981709.0,431845871.0,500660014.0,442547650.0
ANIK,,,88220380.0,91022375.0,134728567.0,142585095.0,565760160.0,622059060.0,584649360.0,740079360.0,812315880.0,599239955.0
ANIP,,,49229895.0,108095263.0,49399464.0,,101825680.0,623278670.0,521509625.0,701555260.0,744204150.0,638256460.0
ANIX,,,,,,,,,26367979.0,47520000.0,28556000.0,104310000.0
ANSS,,2419959520.0,3988976100.0,4853392630.0,5406143680.0,6394202360.0,8296120800.0,7723908000.0,8463935000.0,8228742810.0,12818781860.0,13622332050.0
ANTM,46430365320.0,19262014001.0,24420165153.0,20550242758.0,21295914133.0,17808646968.0,25565472531.0,32658756255.0,35138708253.0,36923520179.0,58296097782.0,70273268000.0
ANY,,,,,,,,,,15000000.0,12300000.0,4318000.0
AOBC,,,,244805440.0,283879600.0,567792560.0,822674160.0,517544970.0,1223582640.0,1204426880.0,701783040.0,793752950.0
AON,13640289107.0,12341571405.0,10052003993.0,12539808734.0,14766510567.0,17329907395.0,25050721029.0,27196990563.0,25350694455.0,29574504109.0,34651066347.0,37062994000.0
AOS,,122649543.0,445224784.0,794406891.0,1712390447.0,2736142698.0,4719489478.0,4898309353.0,6617387581.0,8140988701.0,10522154476.0,8270923368.0
AOSL,,,,271893360.0,185842130.0,219248400.0,204022020.0,235206450.0,204652110.0,531260790.0,409539880.0,265582360.0
AP,,,245944168.0,226941047.0,162643338.0,174414541.0,176742237.0,181426523.0,101896474.0,197942841.0,152896972.0,57841350.0
APA,31609011719.0,22021523047.0,30906613969.0,38390245440.0,32668681658.0,27876383548.0,31991276341.0,22314651306.0,15873698914.0,23179418357.0,15896976690.0,17413550000.0
APAM,,,,,,,594124557.0,983326552.0,1211119630.0,1171592512.0,2416028063.0,1714020000.0
APC,28251786029.0,16656643079.0,27996162526.0,35591254761.0,35913139917.0,35419526696.0,38266037303.0,40310778597.0,24204149758.0,35828579265.0,29051467762.0,34233950000.0
APD,15406779505.0,7905381911.0,12953513994.0,15057665464.0,14134668265.0,14285311351.0,19715253891.0,26323664737.0,24427522270.0,30173498185.0,35429607597.0,35059039000.0
APDN,,,,18024779.0,29422819.0,136511046.0,126408451.0,44669476.0,73036650.0,45880000.0,42135000.0,42396300.0
APDNW,,,,18024779.0,29422819.0,136511046.0,126408451.0,44669476.0,73036650.0,45880000.0,42135000.0,42396300.0
APEI,568249780.0,699990180.0,649610160.0,701489880.0,791807600.0,651640920.0,779025870.0,646810410.0,312610780.0,398053700.0,410319000.0,484561072.0
APEN,,,,49631682.0,74938638.0,54221441.0,57248189.0,46686944.0,4188222.0,4864000.0,76160000.0,118080000.0
APH,7930200853.0,4025243656.0,7554473998.0,8763928619.0,7353681091.0,10073685136.0,13847823833.0,16648647453.0,16119854851.0,20851107593.0,27596210034.0,26673543000.0
APHB,,,,,,,,30728731.0,18939214.0,4132153.0,17750116.0,
APLE,,,,,,,,,3020097705.0,3395314134.0,4130404418.0,3871120000.0
APLS,,,,,,,,,,,301630000.0,874692000.0
APO,,,,,755198316.0,1298325509.0,3022309418.0,2775532084.0,2184816632.0,3179060909.0,6163163912.0,6318397233.0
APOG,,,,332861522.0,310378329.0,646532120.0,999918749.0,1193229597.0,1240533219.0,1515273099.0,1304254332.0,1126930090.0
APOpA,,,,,755198316.0,1298325509.0,3022309418.0,2775532084.0,2184816632.0,3179060909.0,6163163912.0,6318397233.0
APOpB,,,,,755198316.0,1298325509.0,3022309418.0,2775532084.0,2184816632.0,3179060909.0,6163163912.0,6318397233.0
APPF,,,,,,,,,311505600.0,800429850.0,1458766500.0,2315683200.0
APPN,,,,,,,,,,,1567704000.0,1583400000.0
APPS,,,,,27277900.0,66738750.0,82081980.0,125870670.0,87752070.0,43996000.0,136040000.0,101089460.0
APRI,,,25250095.0,41111529.0,103321033.0,54641786.0,91195120.0,39540409.0,49231294.0,8450000.0,27600000.0,6520800.0
APRN,,,,,,,,,,,516071040.0,258292859.0
APT,,,,40379574.0,26493486.0,29605713.0,41339914.0,48121155.0,31917137.0,58922952.0,59972036.0,49249978.0
APTI,,,,,,,,,,363188000.0,940800000.0,1358721000.0
APTS,,,,,14770569.0,27584976.0,55855118.0,125427036.0,245738277.0,321836113.0,616085923.0,667541850.0
